title,author,avg_rating,rating_count,popularity_score,text
Harvesting the Heart,Jodi Picoult,6.8,5.0,12.183964390750774,Harvesting the Heart Jodi Picoult
Just One Look,Harlan Coben,7.857142857142857,14.0,21.277537294374508,Just One Look Harlan Coben
Therapy,Jonathan Kellerman,7.4,15.0,20.51715654457438,Therapy Jonathan Kellerman
She's Not There : A Life in Two Genders,JENNIFER FINNEY BOYLAN,8.0,18.0,23.555511833331522,She's Not There : A Life in Two Genders JENNIFER FINNEY BOYLAN
One False Move (Myron Bolitar Mysteries (Paperback)),HARLAN COBEN,8.0,10.0,19.183162182386965,One False Move (Myron Bolitar Mysteries (Paperback)) HARLAN COBEN
The Summer They Came : A Novel,WILLIAM STORANDT,8.5,6.0,16.54023626697016,The Summer They Came : A Novel WILLIAM STORANDT
Twits,Roald Dahl,6.571428571428571,7.0,13.664901559610348,Twits Roald Dahl
Mike's Mystery,Gertrude Cha Warner,7.2,5.0,12.900668178441997,Mike's Mystery Gertrude Cha Warner
"Ramona Quimby, Age 8 (Avon Camelot Books (Paperback))",Beverly Cleary,8.61111111111111,18.0,25.35489120948879,"Ramona Quimby, Age 8 (Avon Camelot Books (Paperback)) Beverly Cleary"
Ramona and Her Mother (Ramona Quimby (Paperback)),Beverly Cleary,8.666666666666666,9.0,19.955737472615063,Ramona and Her Mother (Ramona Quimby (Paperback)) Beverly Cleary
Ramona and Her Mother (Ramona Quimby (Paperback)),Beverly Cleary,8.153846153846153,13.0,21.518467456862876,Ramona and Her Mother (Ramona Quimby (Paperback)) Beverly Cleary
The Last Manly Man (Robin Hudson Mysteries (Paperback)),Sparkle Hayter,7.2,5.0,12.900668178441997,The Last Manly Man (Robin Hudson Mysteries (Paperback)) Sparkle Hayter
London Fields (Vintage International),MARTIN AMIS,7.857142857142857,7.0,16.338469256055852,London Fields (Vintage International) MARTIN AMIS
Mr. White's Confession : A Novel,Robert Clark,8.142857142857142,7.0,16.93259541082152,Mr. White's Confession : A Novel Robert Clark
Ella Enchanted (Newbery Honor Book),Gail Carson Levine,9.4,5.0,16.842539010743717,Ella Enchanted (Newbery Honor Book) Gail Carson Levine
Dr. Atkins' New Diet Revolution,Robert C. Atkins,7.409090909090909,22.0,23.23116169074779,Dr. Atkins' New Diet Revolution Robert C. Atkins
Dr. Atkins' New Diet Revolution,Robert C. Atkins,6.315789473684211,19.0,18.920414359288362,Dr. Atkins' New Diet Revolution Robert C. Atkins
Howards End,E. M. Forster,7.666666666666667,6.0,14.918644476090735,Howards End E. M. Forster
"Fischer TaschenbÃ?ÃÂ¼cher, Bd.26, SchÃ?ÃÂ¶ne neue Welt",Aldous Huxley,8.88888888888889,9.0,20.467423048835965,"Fischer TaschenbÃ?ÃÂ¼cher, Bd.26, SchÃ?ÃÂ¶ne neue Welt Aldous Huxley"
Follow the Stars Home,Luanne Rice,7.529411764705882,17.0,21.762799118277,Follow the Stars Home Luanne Rice
A Patchwork Planet,Anne Tyler,7.6,20.0,23.138370526698015,A Patchwork Planet Anne Tyler
Daddy,DANIELLE STEEL,6.809523809523809,21.0,21.04852718239234,Daddy DANIELLE STEEL
Darkest Hour (Cutler),V.C. Andrews,7.833333333333333,12.0,20.09210330011537,Darkest Hour (Cutler) V.C. Andrews
Small Town Girl,LaVyrle Spencer,8.1,10.0,19.4229517096668,Small Town Girl LaVyrle Spencer
Wings,DANIELLE STEEL,6.75,8.0,14.831265897019483,Wings DANIELLE STEEL
Shade of the Maple,Kirk Martin,8.6,5.0,15.409131435361273,Shade of the Maple Kirk Martin
Boy Still Missing : A Novel,John Searles,7.8,5.0,13.975723859978828,Boy Still Missing : A Novel John Searles
Isle of Palms: A Lowcountry Tale (2004),Dorothea Benton Frank,9.2,5.0,16.484187116898106,Isle of Palms: A Lowcountry Tale (2004) Dorothea Benton Frank
The Amateur Marriage: A Novel,ANNE TYLER,7.454545454545454,11.0,18.52384957114691,The Amateur Marriage: A Novel ANNE TYLER
Open House,Elizabeth Berg,7.277777777777778,54.0,29.16448040363632,Open House Elizabeth Berg
What We Keep,Elizabeth Berg,7.78125,32.0,27.20719946266105,What We Keep Elizabeth Berg
Killjoy,Julie Garwood,7.666666666666667,30.0,26.327235234386123,Killjoy Julie Garwood
The Last Girls (Ballantine Reader's Circle),LEE SMITH,5.5,8.0,12.084735175349207,The Last Girls (Ballantine Reader's Circle) LEE SMITH
No Way Out,Andrea Kane,6.6,10.0,15.826108800469246,No Way Out Andrea Kane
Safe Harbor,Luanne Rice,7.142857142857143,21.0,22.078874666845117,Safe Harbor Luanne Rice
Don't Tell,Karen Rose,7.714285714285714,7.0,16.041406178673018,Don't Tell Karen Rose
The Center of Everything,Laura Moriarty,8.777777777777779,9.0,20.211580260725516,The Center of Everything Laura Moriarty
Flowers In The Attic (Dollanganger),V.C. Andrews,8.08108108108108,37.0,29.39562869616728,Flowers In The Attic (Dollanganger) V.C. Andrews
Esperanza Rising,Pam Munoz Ryan,7.875,16.0,22.311555084442702,Esperanza Rising Pam Munoz Ryan
Rayuela,Julio Cortazar,9.0,5.0,16.125835223052494,Rayuela Julio Cortazar
Sullivan's Sting,Lawrence Sanders,7.375,8.0,16.20453125785462,Sullivan's Sting Lawrence Sanders
Bad Love (Alex Delaware Novels (Paperback)),Jonathan Kellerman,7.7,20.0,23.442822770470357,Bad Love (Alex Delaware Novels (Paperback)) Jonathan Kellerman
Afternoon of the Elves,Janet Taylor Lisle,7.2,5.0,12.900668178441997,Afternoon of the Elves Janet Taylor Lisle
Tell Me Your Dreams,Sidney Sheldon,7.294117647058823,17.0,21.082711645830848,Tell Me Your Dreams Sidney Sheldon
Tell Me Your Dreams,Sidney Sheldon,7.181818181818182,22.0,22.51854936894571,Tell Me Your Dreams Sidney Sheldon
Tishomingo Blues,Elmore Leonard,6.65,20.0,20.246074210860765,Tishomingo Blues Elmore Leonard
The Note - A Novel -,Angela Elwell Hunt,8.0,12.0,20.519594859692294,The Note - A Novel - Angela Elwell Hunt
Frida,Barbara Mujica,7.6,5.0,13.617371966133216,Frida Barbara Mujica
"L'Etranger (Collection Folio, 2)",Albert Camus,8.185185185185185,27.0,27.274710990693336,"L'Etranger (Collection Folio, 2) Albert Camus"
The Metamorphosis (Bantam Classics),FRANZ KAFKA,7.933333333333334,30.0,27.242965155582162,The Metamorphosis (Bantam Classics) FRANZ KAFKA
The Body Artist : A Novel,Don DeLillo,5.666666666666667,9.0,13.047982193632928,The Body Artist : A Novel Don DeLillo
The Pilot's Wife,Anita Shreve,7.92,50.0,31.14005901117666,The Pilot's Wife Anita Shreve
"Frankenstein: Or, the Modern Prometheus (World's Classics)",Mary Wollstonecraft Shelley,8.133333333333333,15.0,22.550388274216886,"Frankenstein: Or, the Modern Prometheus (World's Classics) Mary Wollstonecraft Shelley"
The Crazed: A Novel,HA JIN,7.571428571428571,7.0,15.744343101290184,The Crazed: A Novel HA JIN
The Crying of Lot 49: A Novel (Perennial Fiction Library),Thomas Pynchon,6.363636363636363,11.0,15.813042316832728,The Crying of Lot 49: A Novel (Perennial Fiction Library) Thomas Pynchon
Obasan,Joy Kogawa,7.923076923076923,26.0,26.11316901526507,Obasan Joy Kogawa
Anna Karenina,Leo Tolstoy,9.0,5.0,16.125835223052494,Anna Karenina Leo Tolstoy
Other Side of Midnight,Sidney Sheldon,6.4,5.0,11.467260603059552,Other Side of Midnight Sidney Sheldon
Her Own Rules,Barbara Taylor Bradford,6.833333333333333,6.0,13.297052685211307,Her Own Rules Barbara Taylor Bradford
Women in His Life,Barbara Taylor Bradford,7.166666666666667,6.0,13.94568940156308,Women in His Life Barbara Taylor Bradford
Dune (Remembering Tomorrow),Frank Herbert,8.973333333333333,75.0,38.86111384016934,Dune (Remembering Tomorrow) Frank Herbert
La fiesta del chivo,Mario Vargas Llosa,8.125,8.0,17.852449690856783,La fiesta del chivo Mario Vargas Llosa
Count Karlstein,Philip Pullman,7.0,8.0,15.380572041353537,Count Karlstein Philip Pullman
Ordinary Resurrections: Children in the Years of Hope,Jonathan Kozol,8.0,5.0,14.33407575382444,Ordinary Resurrections: Children in the Years of Hope Jonathan Kozol
Dreamer's Dictionary,Tom Corbett,7.2,10.0,17.264845964148268,Dreamer's Dictionary Tom Corbett
Lion's Bride,IRIS JOHANSEN,8.11111111111111,9.0,18.676523532062816,Lion's Bride IRIS JOHANSEN
Wicked Widow,Amanda Quick,7.625,8.0,16.753837402188672,Wicked Widow Amanda Quick
Auf Ehre und Gewissen. Roman.,Elizabeth George,6.666666666666667,6.0,12.972734327035422,Auf Ehre und Gewissen. Roman. Elizabeth George
The Short History of a Prince: A Novel,Jane Hamilton,6.428571428571429,7.0,13.367838482227516,The Short History of a Prince: A Novel Jane Hamilton
"Across the Nightingale Floor (Tales of the Otori, Book One)",Lian Hearn,8.375,16.0,23.72816175647081,"Across the Nightingale Floor (Tales of the Otori, Book One) Lian Hearn"
The List,Steven Paul Martini,7.777777777777778,9.0,17.90899516773147,The List Steven Paul Martini
The List,Steven Paul Martini,6.809523809523809,21.0,21.04852718239234,The List Steven Paul Martini
The Road to Mars,Eric Idle,8.5,6.0,16.54023626697016,The Road to Mars Eric Idle
Deliverance,JAMES DICKEY,8.428571428571429,7.0,17.526721565587188,Deliverance JAMES DICKEY
Aftermath : A Novel of Suspense,Peter Robinson,8.6,5.0,15.409131435361273,Aftermath : A Novel of Suspense Peter Robinson
The Queen's Fool : A Novel,Philippa Gregory,8.473684210526315,19.0,25.38488926537855,The Queen's Fool : A Novel Philippa Gregory
From a Buick 8,Stephen King,7.35,40.0,27.294754690276662,From a Buick 8 Stephen King
Jennifer Government : A Novel,Max Barry,7.848484848484849,33.0,27.676587147745025,Jennifer Government : A Novel Max Barry
Mona Lisa Overdrive (Bantam Spectra Book),William Gibson,7.9,20.0,24.051727258015042,Mona Lisa Overdrive (Bantam Spectra Book) William Gibson
The Treasure Box,Orson Scott Card,6.882352941176471,17.0,19.892558569050074,The Treasure Box Orson Scott Card
The Dream of Scipio,Iain Pears,7.916666666666667,12.0,20.305849079903833,The Dream of Scipio Iain Pears
"The Gormenghast Novels: Titus Groan, Gormenghast, Titus Alone",Mervyn Peake,7.333333333333333,6.0,14.270007759738963,"The Gormenghast Novels: Titus Groan, Gormenghast, Titus Alone Mervyn Peake"
"Crossroads of Twilight (Wheel of Time, Book 10)",Robert Jordan,6.6,5.0,11.825612496905162,"Crossroads of Twilight (Wheel of Time, Book 10) Robert Jordan"
Blood Canticle (The Vampire Chronicles),ANNE RICE,6.666666666666667,9.0,15.350567286626973,Blood Canticle (The Vampire Chronicles) ANNE RICE
Night Lives On,Walter J. Lord,7.333333333333333,6.0,14.270007759738963,Night Lives On Walter J. Lord
A Night to Remember,WALTER LORD,7.851851851851852,27.0,26.163976153968267,A Night to Remember WALTER LORD
A Thin Dark Line (Mysteries & Horror),TAMI HOAG,7.868421052631579,38.0,28.82644558402011,A Thin Dark Line (Mysteries & Horror) TAMI HOAG
Matilda,Roald Dahl,8.541666666666666,24.0,27.494564337415877,Matilda Roald Dahl
Matilda,Roald Dahl,9.076923076923077,13.0,23.95452037650773,Matilda Roald Dahl
Matilda,Roald Dahl,8.0,8.0,17.577796618689757,Matilda Roald Dahl
What Your Doctor May Not Tell You About Menopause: The Breakthrough Book on Natural Progesterone,John R. Lee,9.0,7.0,18.71497387511852,What Your Doctor May Not Tell You About Menopause: The Breakthrough Book on Natural Progesterone John R. Lee
BLACK MOON,S. J. Gaither,9.0,6.0,17.51319134149782,BLACK MOON S. J. Gaither
Black and Blue (Oprah's Book Club),ANNA QUINDLEN,6.909090909090909,11.0,17.16844594398982,Black and Blue (Oprah's Book Club) ANNA QUINDLEN
TickTock,Dean R. Koontz,7.5,22.0,23.516206619468623,TickTock Dean R. Koontz
The Perfect Husband,LISA GARDNER,7.27906976744186,43.0,27.545380358521292,The Perfect Husband LISA GARDNER
New Attitude,Charlotte Hughes,7.555555555555555,9.0,17.39730959151057,New Attitude Charlotte Hughes
The Falls,Karen Harper,7.416666666666667,12.0,19.023374401173065,The Falls Karen Harper
Public Secrets,Nora Roberts,8.0,14.0,21.66440160881768,Public Secrets Nora Roberts
Time And Again,Nora Roberts,7.363636363636363,33.0,25.96683659035537,Time And Again Nora Roberts
The White House Connection,Jack Higgins,6.714285714285714,7.0,13.961964636993184,The White House Connection Jack Higgins
Running Scared,Elizabeth Lowell,7.125,16.0,20.18664507640054,Running Scared Elizabeth Lowell
"Murder in Foggy Bottom (Truman, Margaret, Capital Crimes Series.)",Margaret Truman,7.666666666666667,6.0,14.918644476090735,"Murder in Foggy Bottom (Truman, Margaret, Capital Crimes Series.) Margaret Truman"
Snowfall,Sharon Sala,7.375,8.0,16.20453125785462,Snowfall Sharon Sala
Storm,Boris Starling,7.625,8.0,16.753837402188672,Storm Boris Starling
Reckless Endangerment,Robert K. Tanenbaum,7.888888888888889,9.0,18.164837955841918,Reckless Endangerment Robert K. Tanenbaum
The Face of Deception,Iris Johansen,7.978260869565218,46.0,30.717481952773728,The Face of Deception Iris Johansen
G Is for Gumshoe (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,8.0,60.0,32.88699091338649,G Is for Gumshoe (Kinsey Millhone Mysteries (Paperback)) Sue Grafton
Walking After Midnight,KAREN ROBARDS,8.0,13.0,21.112458636922067,Walking After Midnight KAREN ROBARDS
Return of Sherlock Holmes (Wordsworth Classics),A. C. Doyle,8.4,5.0,15.050779541515663,Return of Sherlock Holmes (Wordsworth Classics) A. C. Doyle
"LIFE, THE UNIVERSE AND EVERYTHING (Hitchhiker's Trilogy (Paperback))",Douglas Adams,8.0,7.0,16.635532333438686,"LIFE, THE UNIVERSE AND EVERYTHING (Hitchhiker's Trilogy (Paperback)) Douglas Adams"
Post Captain (Aubrey-Maturin (Paperback)),Patrick O'Brian,9.0,6.0,17.51319134149782,Post Captain (Aubrey-Maturin (Paperback)) Patrick O'Brian
Clean Cut,Theresa Monsour,7.833333333333333,6.0,15.24296283426662,Clean Cut Theresa Monsour
The Other Boleyn Girl,Philippa Gregory,8.431818181818182,88.0,37.84736575387781,The Other Boleyn Girl Philippa Gregory
Speaking in Tongues,Jeffery Deaver,6.892857142857143,28.0,23.21028911383534,Speaking in Tongues Jeffery Deaver
Hanna's Daughters (Ballantine Reader's Circle),Marianne Fredriksson,8.0,29.0,27.209579053297244,Hanna's Daughters (Ballantine Reader's Circle) Marianne Fredriksson
Cowboys Are My Weakness,Pam Houston,7.428571428571429,14.0,20.11694435104499,Cowboys Are My Weakness Pam Houston
What Girls Learn,Karin Cook,8.2,5.0,14.69242764767005,What Girls Learn Karin Cook
A 2nd Helping of Chicken Soup for the Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield,7.653846153846154,26.0,25.225828320571598,A 2nd Helping of Chicken Soup for the Soul (Chicken Soup for the Soul Series (Paper)) Jack Canfield
Dreaming in Cuban,CRISTINA GARCIA,7.933333333333334,15.0,21.995870529768933,Dreaming in Cuban CRISTINA GARCIA
One Flew Over the Cuckoo's Nest,Ken Kesey,8.5,54.0,34.062332074476004,One Flew Over the Cuckoo's Nest Ken Kesey
The Bonfire of the Vanities,Tom Wolfe,7.232142857142857,56.0,29.239924347732014,The Bonfire of the Vanities Tom Wolfe
All Creatures Great and Small,James Herriot,8.6,5.0,15.409131435361273,All Creatures Great and Small James Herriot
All Creatures Great and Small,James Herriot,8.0,7.0,16.635532333438686,All Creatures Great and Small James Herriot
All Creatures Great and Small,James Herriot,8.375,8.0,18.40175583519084,All Creatures Great and Small James Herriot
Lake Wobegon days,Garrison Keillor,7.346153846153846,26.0,24.21172466949334,Lake Wobegon days Garrison Keillor
Power Play,Anne McCaffrey,7.166666666666667,6.0,13.94568940156308,Power Play Anne McCaffrey
Finnegan's Week,Joseph Wambaugh,7.5,8.0,16.479184330021646,Finnegan's Week Joseph Wambaugh
Lion in the Valley,Elizabeth Peters,7.0,5.0,12.542316284596385,Lion in the Valley Elizabeth Peters
Rest in Pieces (Mrs. Murphy Mysteries (Paperback)),RITA MAE BROWN,7.818181818181818,11.0,19.42745198925164,Rest in Pieces (Mrs. Murphy Mysteries (Paperback)) RITA MAE BROWN
Wish You Were Here (Mrs. Murphy Mysteries (Paperback)),RITA MAE BROWN,7.375,16.0,20.894948412414593,Wish You Were Here (Mrs. Murphy Mysteries (Paperback)) RITA MAE BROWN
Imitation in Death (Eve Dallas Mysteries (Paperback)),J. D. Robb,8.217391304347826,23.0,26.11531191025051,Imitation in Death (Eve Dallas Mysteries (Paperback)) J. D. Robb
The GREAT GATSBY (Scribner Classic),F. Scott Fritzgerald,8.1,10.0,19.4229517096668,The GREAT GATSBY (Scribner Classic) F. Scott Fritzgerald
CONTACT,Carl Sagan,8.8,15.0,24.398780755710074,CONTACT Carl Sagan
UNDER SIEGE,Stephen Coonts,7.0,7.0,14.55609079175885,UNDER SIEGE Stephen Coonts
Flight of Eagles,Jack Higgins,6.2,5.0,11.10890870921394,Flight of Eagles Jack Higgins
Flight of Eagles,Jack Higgins,7.857142857142857,7.0,16.338469256055852,Flight of Eagles Jack Higgins
Sky Masters,Dale Brown,6.571428571428571,7.0,13.664901559610348,Sky Masters Dale Brown
Acts of Malice,Perri O'Shaughnessy,7.071428571428571,28.0,23.811591940618637,Acts of Malice Perri O'Shaughnessy
Robert Ludlum's The Paris Option : A Covert-One Novel (A Covert-One Novel),Robert Ludlum,7.368421052631579,19.0,22.07381675250309,Robert Ludlum's The Paris Option : A Covert-One Novel (A Covert-One Novel) Robert Ludlum
Robert Ludlum's The Paris Option : A Covert-One Novel (A Covert-One Novel),Robert Ludlum,6.7272727272727275,11.0,16.716644734937457,Robert Ludlum's The Paris Option : A Covert-One Novel (A Covert-One Novel) Robert Ludlum
Tough Cookie,Diane Mott Davidson,7.290322580645161,31.0,25.26633271073349,Tough Cookie Diane Mott Davidson
Tough Cookie,Diane Mott Davidson,7.0,5.0,12.542316284596385,Tough Cookie Diane Mott Davidson
Chopping Spree,Diane Mott Davidson,7.590909090909091,22.0,23.801251548189455,Chopping Spree Diane Mott Davidson
A Swiftly Tilting Planet,Madeleine L'Engle,8.863636363636363,22.0,27.7918805502811,A Swiftly Tilting Planet Madeleine L'Engle
A Swiftly Tilting Planet,Madeleine L'Engle,9.142857142857142,7.0,19.012036952501354,A Swiftly Tilting Planet Madeleine L'Engle
The Wizard's Daughter,Barbara Michaels,7.142857142857143,7.0,14.853153869141686,The Wizard's Daughter Barbara Michaels
Get Off the Unicorn,Anne McCaffrey,7.6,5.0,13.617371966133216,Get Off the Unicorn Anne McCaffrey
Glorious Angel,Johanna Lindsey,8.090909090909092,11.0,20.105153802830188,Glorious Angel Johanna Lindsey
Charming Lily (Zebra Books),Fern Michaels,6.125,8.0,13.458000536184345,Charming Lily (Zebra Books) Fern Michaels
Spring Collection,Judith Krantz,6.666666666666667,6.0,12.972734327035422,Spring Collection Judith Krantz
Spring Collection,Judith Krantz,6.666666666666667,6.0,12.972734327035422,Spring Collection Judith Krantz
Pendragon,Catherine Coulter,7.0,19.0,20.970125914877936,Pendragon Catherine Coulter
"The Star Scroll (Dragon Prince, Book 2)",Melanie Rawn,8.0,5.0,14.33407575382444,"The Star Scroll (Dragon Prince, Book 2) Melanie Rawn"
The Scottish Bride (Bride Trilogy (Paperback)),Catherine Coulter,7.368421052631579,19.0,22.07381675250309,The Scottish Bride (Bride Trilogy (Paperback)) Catherine Coulter
Rosehaven,Catherine Coulter,5.625,8.0,12.359388247516234,Rosehaven Catherine Coulter
Rosehaven,Catherine Coulter,6.0,5.0,10.75055681536833,Rosehaven Catherine Coulter
Power Lines,Anne McCaffrey,7.5,6.0,14.59432611791485,Power Lines Anne McCaffrey
Killashandra,Anne McCaffrey,7.666666666666667,15.0,21.256513537171656,Killashandra Anne McCaffrey
The Godmother's Apprentice,Elizabeth Ann Scarborough,8.166666666666666,6.0,15.89159955061839,The Godmother's Apprentice Elizabeth Ann Scarborough
"Jovah's Angel (Samaria Trilogy, Book 2)",Sharon Shinn,7.6,5.0,13.617371966133216,"Jovah's Angel (Samaria Trilogy, Book 2) Sharon Shinn"
"Archangel (Samaria Trilogy, Book 1)",Sharon Shinn,8.105263157894736,19.0,24.2811984277534,"Archangel (Samaria Trilogy, Book 1) Sharon Shinn"
Always Coming Home,Ursula K. Le Guin,7.2,5.0,12.900668178441997,Always Coming Home Ursula K. Le Guin
"Many Lives, Many Masters",Brian L. Weiss,7.588235294117647,17.0,21.932820986388542,"Many Lives, Many Masters Brian L. Weiss"
When Rabbit Howls,Truddi Chase,8.043478260869565,23.0,25.562606896276954,When Rabbit Howls Truddi Chase
Das Jesus Video.,Andreas Eschbach,7.777777777777778,9.0,17.90899516773147,Das Jesus Video. Andreas Eschbach
Merrick (Vampire/Witches Chronicles),Anne Rice,6.666666666666667,21.0,20.60694968905544,Merrick (Vampire/Witches Chronicles) Anne Rice
Girl Walking Backwards,Bett Williams,7.285714285714286,7.0,15.150216946524518,Girl Walking Backwards Bett Williams
The Devil's Arithmetic,Jane Yolen,7.9523809523809526,21.0,24.58114712908756,The Devil's Arithmetic Jane Yolen
The Conquest,Jude Deveraux,7.285714285714286,14.0,19.730080036601816,The Conquest Jude Deveraux
Gates of Eden,Ethan Coen,7.285714285714286,7.0,15.150216946524518,Gates of Eden Ethan Coen
NEW ROADSIDE AMERICA : THE MODERN TRAVELER'S GUIDE TO THE WILD AND WONDERFUL WORLD OF AMERICA'S TOURIST,Doug Kirby,8.285714285714286,7.0,17.229658488204354,NEW ROADSIDE AMERICA : THE MODERN TRAVELER'S GUIDE TO THE WILD AND WONDERFUL WORLD OF AMERICA'S TOURIST Doug Kirby
Night Of The Black Bird,Heather Graham,6.615384615384615,13.0,17.458379257454784,Night Of The Black Bird Heather Graham
Miss Smilla's Feeling for Snow,Peter Hoeg,7.7272727272727275,11.0,19.20155138472546,Miss Smilla's Feeling for Snow Peter Hoeg
The Feast of Love : A Novel,CHARLES BAXTER,7.0,7.0,14.55609079175885,The Feast of Love : A Novel CHARLES BAXTER
The Green Mile: Coffey's Hands (Green Mile Series),Stephen King,7.911764705882353,34.0,28.129077310019184,The Green Mile: Coffey's Hands (Green Mile Series) Stephen King
Life Support,Tess Gerritsen,7.7368421052631575,19.0,23.177507590128243,Life Support Tess Gerritsen
Baggage,Emily Barr,6.8,5.0,12.183964390750774,Baggage Emily Barr
Falling Bodies,Andrew Mark,6.125,8.0,13.458000536184345,Falling Bodies Andrew Mark
Dirt,Stuart Woods,8.461538461538462,13.0,22.330485096744496,Dirt Stuart Woods
Swimming to Catalina,Stuart Woods,7.3076923076923075,13.0,19.285418947188425,Swimming to Catalina Stuart Woods
Dead in the Water,Stuart Woods,7.4,15.0,20.51715654457438,Dead in the Water Stuart Woods
New York Dead,Stuart Woods,7.357142857142857,14.0,19.923512193823402,New York Dead Stuart Woods
Christmas Cookie Murder: A Lucy Stone Mystery (Lucy Stone Mysteries (Paperback)),Leslie Meier,7.5,6.0,14.59432611791485,Christmas Cookie Murder: A Lucy Stone Mystery (Lucy Stone Mysteries (Paperback)) Leslie Meier
Road Taken,Rona Jaffe,7.142857142857143,7.0,14.853153869141686,Road Taken Rona Jaffe
Dirt music,Tim Winton,8.2,5.0,14.69242764767005,Dirt music Tim Winton
Boy: Tales of Childhood (Puffin Story Books),Roald Dahl,8.8,10.0,21.101478400625663,Boy: Tales of Childhood (Puffin Story Books) Roald Dahl
Rainbow Valley (Anne of Green Gables Novels (Paperback)),L. M. Montgomery,8.0,16.0,22.66570675244973,Rainbow Valley (Anne of Green Gables Novels (Paperback)) L. M. Montgomery
The Face on the Milk Carton,Caroline B. Cooney,7.521739130434782,23.0,23.904491854356287,The Face on the Milk Carton Caroline B. Cooney
"Catherine, Called Birdy (Trophy Newbery)",Karen Cushman,8.074074074074074,27.0,26.904466045118312,"Catherine, Called Birdy (Trophy Newbery) Karen Cushman"
Brave New Girl,Louisa Luna,7.6,5.0,13.617371966133216,Brave New Girl Louisa Luna
Girlfriend in a Coma,Douglas Coupland,7.3125,16.0,20.717872578411082,Girlfriend in a Coma Douglas Coupland
Girlfriend in a Coma,Douglas Coupland,6.571428571428571,7.0,13.664901559610348,Girlfriend in a Coma Douglas Coupland
Girlfriend in a Coma,Douglas Coupland,8.0,5.0,14.33407575382444,Girlfriend in a Coma Douglas Coupland
Die Orks.,Stan Nicholls,8.8,5.0,15.767483329206884,Die Orks. Stan Nicholls
Wuthering Heights (The World's Classics),Emily Bronte,8.0,7.0,16.635532333438686,Wuthering Heights (The World's Classics) Emily Bronte
Stargirl,JERRY SPINELLI,8.371428571428572,35.0,29.999172827646866,Stargirl JERRY SPINELLI
Stargirl,JERRY SPINELLI,7.869565217391305,23.0,25.0099018823034,Stargirl JERRY SPINELLI
A Recipe for Bees,Gail Anderson-Dargatz,7.125,8.0,15.655225113520565,A Recipe for Bees Gail Anderson-Dargatz
And I Don't Want to Live This Life,Deborah Spungen,8.0,9.0,18.420680743952367,And I Don't Want to Live This Life Deborah Spungen
Growing Up,Russell Baker,8.2,5.0,14.69242764767005,Growing Up Russell Baker
The Sheltering Sky,Paul Bowles,7.714285714285714,7.0,16.041406178673018,The Sheltering Sky Paul Bowles
The Mark of the Assassin,Daniel Silva,6.285714285714286,7.0,13.070775404844682,The Mark of the Assassin Daniel Silva
The Forest,EDWARD RUTHERFURD,7.4,10.0,17.744425018707943,The Forest EDWARD RUTHERFURD
The Da Vinci Legacy,Lewis Perdue,6.111111111111111,9.0,14.071353346074725,The Da Vinci Legacy Lewis Perdue
Portrait of a Killer: Jack the Ripper-- Case Closed (Berkley True Crime),Patricia Cornwell,6.121212121212121,33.0,21.58560078704438,Portrait of a Killer: Jack the Ripper-- Case Closed (Berkley True Crime) Patricia Cornwell
The Beachcomber,Josephine Cox,6.666666666666667,6.0,12.972734327035422,The Beachcomber Josephine Cox
If Looks Could Kill,Heather Graham Pozzessere,7.6,5.0,13.617371966133216,If Looks Could Kill Heather Graham Pozzessere
In Pursuit of the Proper Sinner,Elizabeth George,7.3,20.0,22.22501379538099,In Pursuit of the Proper Sinner Elizabeth George
In Pursuit of the Proper Sinner,Elizabeth George,8.4,5.0,15.050779541515663,In Pursuit of the Proper Sinner Elizabeth George
The scarlet letter (The World's best reading),Nathaniel Hawthorne,7.375,8.0,16.20453125785462,The scarlet letter (The World's best reading) Nathaniel Hawthorne
The Hangman's Beautiful Daughter,Sharyn McCrumb,7.5,22.0,23.516206619468623,The Hangman's Beautiful Daughter Sharyn McCrumb
Daughter of God,Lewis Perdue,7.2727272727272725,11.0,18.07204836209455,Daughter of God Lewis Perdue
The Silk Vendetta,Victoria Holt,8.0,5.0,14.33407575382444,The Silk Vendetta Victoria Holt
Thai Horse,William Diehl,5.857142857142857,7.0,12.17958617269618,Thai Horse William Diehl
"Morning, Noon, and Night",Sidney Sheldon,8.357142857142858,14.0,22.631562394925613,"Morning, Noon, and Night Sidney Sheldon"
A Sudden Change of Heart,Barbara Taylor Bradford,7.2727272727272725,11.0,18.07204836209455,A Sudden Change of Heart Barbara Taylor Bradford
A Sudden Change of Heart,Barbara Taylor Bradford,6.333333333333333,6.0,12.32409761068365,A Sudden Change of Heart Barbara Taylor Bradford
Rock This!,Chris Rock,7.6,5.0,13.617371966133216,Rock This! Chris Rock
Immortal Poems of the English Language,Oscar Williams,7.2727272727272725,11.0,18.07204836209455,Immortal Poems of the English Language Oscar Williams
Walden and Other Writings,HENRY DAVID THOREAU,9.125,8.0,20.049674268193005,Walden and Other Writings HENRY DAVID THOREAU
GUMP & CO.,Winston Groom,7.333333333333333,9.0,16.885624015289668,GUMP & CO. Winston Groom
The Regulators,Richard Bachman,7.147058823529412,34.0,25.410281733586103,The Regulators Richard Bachman
